Ruuvi 0233
Дата,ISO8601,Цельсий,Фаренгейт,Кельвин,Относительная Влажность (%),Абсолютная Влажность (г/м³),Точка Росы (°C),Точка Росы (°F),Точка Росы (K),Давление (гПа),Ускорение по X,Ускорение по Y,Ускорение по Z,Напряжение Батареи,Счетчик Движения,Порядковый Номер Измерения,Мощность Передачи
2020-10-09 12:06:12,2020-10-09T09:06:12.000Z,28.09,82.56,301.24,44.06,12.05,14.73,58.51,287.88,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:13,2020-10-09T09:06:13.000Z,28.09,82.56,301.24,44.03,12.04,14.72,58.49,287.87,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:14,2020-10-09T09:06:14.000Z,28.09,82.56,301.24,44.01,12.04,14.71,58.48,287.86,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:15,2020-10-09T09:06:15.000Z,28.10,82.58,301.25,44.00,12.04,14.72,58.49,287.87,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:16,2020-10-09T09:06:16.000Z,28.10,82.58,301.25,43.94,12.03,14.69,58.45,287.84,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:18,2020-10-09T09:06:18.000Z,28.10,82.58,301.25,43.94,12.03,14.69,58.45,287.84,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:18,2020-10-09T09:06:18.773Z,28.10,82.58,301.25,43.94,12.03,14.69,58.45,287.84,989.78,0.128,-0.036,0.988,2.950,0,6748,4
2020-10-09 12:06:19,2020-10-09T09:06:19.000Z,28.10,82.58,301.25,43.87,12.01,14.67,58.40,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:20,2020-10-09T09:06:20.000Z,28.10,82.58,301.25,43.82,11.99,14.65,58.37,287.80,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:21,2020-10-09T09:06:21.000Z,28.10,82.58,301.25,43.81,11.99,14.65,58.37,287.80,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:22,2020-10-09T09:06:22.000Z,28.10,82.58,301.25,43.83,12.00,14.66,58.38,287.81,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:23,2020-10-09T09:06:23.000Z,28.10,82.58,301.25,43.82,11.99,14.65,58.37,287.80,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:24,2020-10-09T09:06:24.000Z,28.10,82.58,301.25,43.80,11.99,14.64,58.36,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:25,2020-10-09T09:06:25.000Z,28.10,82.58,301.25,43.80,11.99,14.64,58.36,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:26,2020-10-09T09:06:26.000Z,28.10,82.58,301.25,43.80,11.99,14.64,58.36,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:27,2020-10-09T09:06:27.000Z,28.10,82.58,301.25,43.80,11.99,14.64,58.36,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:29,2020-10-09T09:06:29.000Z,28.10,82.58,301.25,43.79,11.98,14.64,58.35,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:30,2020-10-09T09:06:30.000Z,28.10,82.58,301.25,43.78,11.98,14.64,58.35,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:31,2020-10-09T09:06:31.000Z,28.10,82.58,301.25,43.81,11.99,14.65,58.37,287.80,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:32,2020-10-09T09:06:32.000Z,28.10,82.58,301.25,43.80,11.99,14.64,58.36,287.79,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:33,2020-10-09T09:06:33.000Z,28.10,82.58,301.25,43.80,11.99,14.64,58.36,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:34,2020-10-09T09:06:34.000Z,28.10,82.58,301.25,43.82,11.99,14.65,58.37,287.80,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:35,2020-10-09T09:06:35.000Z,28.10,82.58,301.25,43.82,11.99,14.65,58.37,287.80,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:36,2020-10-09T09:06:36.000Z,28.10,82.58,301.25,43.81,11.99,14.65,58.37,287.80,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:37,2020-10-09T09:06:37.000Z,28.10,82.58,301.25,43.80,11.99,14.64,58.36,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:39,2020-10-09T09:06:39.000Z,28.10,82.58,301.25,43.81,11.99,14.65,58.37,287.80,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:40,2020-10-09T09:06:40.000Z,28.11,82.60,301.26,43.80,11.99,14.65,58.38,287.80,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:41,2020-10-09T09:06:41.000Z,28.11,82.60,301.26,43.82,12.00,14.66,58.39,287.81,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:42,2020-10-09T09:06:42.000Z,28.11,82.60,301.26,43.86,12.01,14.67,58.41,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:43,2020-10-09T09:06:43.000Z,28.11,82.60,301.26,43.88,12.02,14.68,58.43,287.83,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:44,2020-10-09T09:06:44.000Z,28.11,82.60,301.26,43.87,12.01,14.68,58.42,287.83,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:45,2020-10-09T09:06:45.000Z,28.11,82.60,301.26,43.84,12.01,14.67,58.40,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:46,2020-10-09T09:06:46.000Z,28.11,82.60,301.26,43.81,12.00,14.66,58.38,287.81,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:47,2020-10-09T09:06:47.000Z,28.11,82.60,301.26,43.81,12.00,14.66,58.38,287.81,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:48,2020-10-09T09:06:48.000Z,28.11,82.60,301.26,43.87,12.01,14.68,58.42,287.83,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:50,2020-10-09T09:06:50.000Z,28.11,82.60,301.26,43.94,12.03,14.70,58.47,287.85,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:51,2020-10-09T09:06:51.000Z,28.11,82.60,301.26,43.99,12.05,14.72,58.50,287.87,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:52,2020-10-09T09:06:52.000Z,28.11,82.60,301.26,44.02,12.05,14.73,58.52,287.88,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:53,2020-10-09T09:06:53.000Z,28.11,82.60,301.26,44.04,12.06,14.74,58.53,287.89,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:54,2020-10-09T09:06:54.000Z,28.11,82.60,301.26,44.04,12.06,14.74,58.53,287.89,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:55,2020-10-09T09:06:55.000Z,28.11,82.60,301.26,44.03,12.06,14.73,58.52,287.88,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:56,2020-10-09T09:06:56.000Z,28.11,82.60,301.26,44.08,12.07,14.75,58.55,287.90,989.79,-,-,-,-,-,-,-
2020-10-09 12:06:57,2020-10-09T09:06:57.000Z,28.11,82.60,301.26,44.08,12.07,14.75,58.55,287.90,989.78,-,-,-,-,-,-,-
2020-10-09 12:06:58,2020-10-09T09:06:58.000Z,28.12,82.62,301.27,44.03,12.06,14.74,58.54,287.89,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:00,2020-10-09T09:07:00.000Z,28.12,82.62,301.27,43.99,12.05,14.73,58.51,287.88,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:01,2020-10-09T09:07:01.000Z,28.12,82.62,301.27,43.97,12.05,14.72,58.50,287.87,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:02,2020-10-09T09:07:02.000Z,28.12,82.62,301.27,43.93,12.04,14.71,58.48,287.86,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:03,2020-10-09T09:07:03.000Z,28.12,82.62,301.27,43.94,12.04,14.71,58.48,287.86,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:04,2020-10-09T09:07:04.000Z,28.12,82.62,301.27,43.92,12.03,14.71,58.47,287.86,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:05,2020-10-09T09:07:05.000Z,28.12,82.62,301.27,43.93,12.04,14.71,58.48,287.86,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:06,2020-10-09T09:07:06.000Z,28.12,82.62,301.27,43.91,12.03,14.70,58.46,287.85,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:07,2020-10-09T09:07:07.000Z,28.12,82.62,301.27,43.92,12.03,14.71,58.47,287.86,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:08,2020-10-09T09:07:08.000Z,28.12,82.62,301.27,43.87,12.02,14.69,58.44,287.84,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:09,2020-10-09T09:07:09.000Z,28.12,82.62,301.27,43.89,12.03,14.69,58.45,287.84,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:11,2020-10-09T09:07:11.000Z,28.13,82.63,301.28,43.86,12.02,14.69,58.45,287.84,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:12,2020-10-09T09:07:12.000Z,28.13,82.63,301.28,43.83,12.02,14.68,58.43,287.83,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:13,2020-10-09T09:07:13.000Z,28.13,82.63,301.28,43.79,12.00,14.67,58.40,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:14,2020-10-09T09:07:14.000Z,28.13,82.63,301.28,43.76,12.00,14.66,58.38,287.81,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:15,2020-10-09T09:07:15.000Z,28.13,82.63,301.28,43.75,11.99,14.65,58.38,287.80,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:16,2020-10-09T09:07:16.000Z,28.13,82.63,301.28,43.77,12.00,14.66,58.39,287.81,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:17,2020-10-09T09:07:17.000Z,28.12,82.62,301.27,43.79,12.00,14.66,58.39,287.81,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:18,2020-10-09T09:07:18.000Z,28.12,82.62,301.27,43.76,11.99,14.65,58.37,287.80,989.78,-,-,-,-,-,-,-
2020-10-09 12:07:19,2020-10-09T09:07:19.000Z,28.12,82.62,301.27,43.75,11.99,14.64,58.36,287.79,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:21,2020-10-09T09:07:21.000Z,28.12,82.62,301.27,43.77,11.99,14.65,58.37,287.80,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:22,2020-10-09T09:07:22.000Z,28.12,82.62,301.27,43.77,11.99,14.65,58.37,287.80,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:23,2020-10-09T09:07:23.000Z,28.12,82.62,301.27,43.82,12.01,14.67,58.41,287.82,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:24,2020-10-09T09:07:24.000Z,28.12,82.62,301.27,43.90,12.03,14.70,58.46,287.85,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:25,2020-10-09T09:07:25.000Z,28.12,82.62,301.27,43.90,12.03,14.70,58.46,287.85,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:26,2020-10-09T09:07:26.000Z,28.12,82.62,301.27,43.93,12.04,14.71,58.48,287.86,989.77,-,-,-,-,-,-,-
2020-10-09 12:07:27,2020-10-09T09:07:27.000Z,28.12,82.62,301.27,43.95,12.04,14.72,58.49,287.87,989.77,-,-,-,-,-,-,-
